RequestID,MachineID,Plant,CreatedDate,StartDate,EndDate,Category,Priority,Technician,DowntimeHours,Cost,Status
R-00178,M-039,Plant B,2025-12-21 06:58:00,2025-12-21 10:58:00,2025-12-21 21:58:00,Preventive,High,Casey,1.5,1343.73,Closed
R-00179,M-024,Plant A,2025-06-09 16:58:00,2025-06-11 03:58:00,2025-06-11 17:58:00,Corrective,Low,Jamie,13.66,3271.45,Closed
R-00180,M-002,Plant A,2024-09-24 18:53:00,2024-09-25 02:53:00,2024-09-25 14:53:00,Corrective,Medium,Riley,8.26,2291.04,Closed
R-00181,M-054,Plant A,2024-09-08 17:02:00,2024-09-11 03:02:00,2024-09-11 22:02:00,Corrective,Low,Casey,9.5,2405.3,Closed
R-00182,M-047,Plant B,2025-07-13 16:40:00,2025-07-16 09:40:00,2025-07-16 10:40:00,Preventive,Low,Alex,3.05,175.35,Closed
R-00183,M-001,Plant A,2025-02-26 04:41:00,2025-02-26 04:41:00,2025-02-26 22:41:00,Corrective,High,Jordan,1.62,3170.66,Closed
R-00184,M-031,Plant A,2025-11-06 16:39:00,2025-11-06 20:39:00,2025-11-07 03:39:00,Preventive,Medium,Riley,0.5,840.19,Closed
R-00185,M-019,Plant B,2024-01-18 17:08:00,2024-01-19 00:08:00,2024-01-19 06:08:00,Corrective,Medium,Jordan,7.75,2410.97,Closed
R-00186,M-018,Plant A,2025-02-10 02:41:00,2025-02-10 15:41:00,2025-02-10 16:41:00,Preventive,Medium,Taylor,2.64,424.82,Closed
R-00187,M-042,Plant A,2024-02-02 03:11:00,2024-02-03 03:11:00,2024-02-03 09:11:00,Preventive,Medium,Jamie,3.18,864.58,Closed
R-00188,M-022,Plant A,2025-08-02 03:15:00,2025-08-03 21:15:00,2025-08-04 07:15:00,Corrective,Low,Taylor,9.84,2962.43,Closed
R-00189,M-044,Plant B,2024-10-14 18:32:00,2024-10-14 18:32:00,2024-10-15 05:32:00,Corrective,High,Casey,9.96,1875.34,Closed
R-00190,M-037,Plant B,2024-09-03 19:20:00,2024-09-04 03:20:00,2024-09-04 10:20:00,Corrective,Medium,Casey,0.0,2377.76,Closed
R-00191,M-023,Plant A,2024-02-24 03:20:00,2024-02-24 16:20:00,2024-02-24 23:20:00,Preventive,Low,Casey,1.73,839.75,Closed
R-00192,M-036,Plant B,2025-01-19 14:44:00,2025-01-20 13:44:00,2025-01-20 14:44:00,Preventive,Medium,Riley,0.43,157.72,Closed
R-00193,M-018,Plant A,2024-06-06 12:58:00,2024-06-07 03:58:00,2024-06-07 07:58:00,Corrective,Medium,Riley,10.06,2137.01,Closed
R-00194,M-007,Plant B,2024-05-15 02:58:00,2024-05-15 06:58:00,2024-05-15 12:58:00,Preventive,Medium,Riley,1.12,653.33,Closed
R-00195,M-039,Plant B,2024-11-28 13:08:00,2024-11-29 00:08:00,2024-11-29 05:08:00,Preventive,Medium,Sam,1.26,667.86,Closed
R-00196,M-018,Plant A,2025-05-19 04:58:00,2025-05-19 23:58:00,2025-05-20 01:58:00,Preventive,Medium,Riley,0.94,313.01,Closed
R-00197,M-016,Plant B,2025-10-02 16:55:00,2025-10-02 18:55:00,2025-10-03 13:55:00,Corrective,High,Sam,0.2,2895.43,Closed
R-00198,M-028,Plant A,2025-10-28 20:17:00,2025-10-29 10:17:00,2025-10-29 15:17:00,Preventive,Medium,Taylor,2.86,707.84,Closed
R-00199,M-045,Plant A,2025-10-10 16:45:00,2025-10-13 08:45:00,2025-10-13 23:45:00,Corrective,Low,Casey,9.89,2948.13,Closed
R-00200,M-035,Plant B,2024-07-03 23:16:00,2024-07-04 02:16:00,2024-07-04 18:16:00,Corrective,High,Jamie,9.38,1990.98,Closed
R-00201,M-055,Plant A,2025-02-22 22:58:00,2025-02-23 06:58:00,2025-02-23 23:58:00,Corrective,Medium,Taylor,16.94,3173.48,Closed
R-00202,M-026,Plant B,2025-07-01 17:17:00,2025-07-04 07:17:00,2025-07-04 19:17:00,Corrective,Low,Riley,11.48,3257.41,Closed
R-00203,M-035,Plant B,2025-08-31 21:46:00,2025-09-01 02:46:00,2025-09-01 08:46:00,Corrective,High,Taylor,4.22,2133.66,Closed
R-00204,M-051,Plant B,2025-03-16 03:36:00,2025-03-16 18:36:00,2025-03-16 21:36:00,Preventive,Medium,Taylor,0.59,516.66,Closed
R-00205,M-033,Plant A,2024-06-03 11:46:00,2024-06-03 17:46:00,2024-06-04 00:46:00,Corrective,Medium,Morgan,4.33,1347.02,Closed
R-00206,M-031,Plant A,2024-12-22 16:15:00,2024-12-22 22:15:00,2024-12-22 23:15:00,Preventive,Medium,Jamie,2.52,184.65,Closed
R-00207,M-055,Plant A,2024-12-17 22:07:00,2024-12-19 21:07:00,2024-12-20 00:07:00,Preventive,Low,Taylor,0.0,408.49,Closed
R-00208,M-026,Plant B,2025-10-06 06:17:00,2025-10-07 05:17:00,2025-10-07 09:17:00,Preventive,Medium,Riley,0.57,604.74,Closed
R-00209,M-025,Plant A,2024-01-05 07:19:00,2024-01-06 06:19:00,2024-01-06 10:19:00,Preventive,Low,Sam,1.66,602.34,Closed
R-00210,M-032,Plant B,2025-06-24 21:48:00,2025-06-25 12:48:00,2025-06-25 19:48:00,Preventive,Medium,Riley,1.96,784.32,Closed
R-00211,M-044,Plant B,2025-12-23 10:09:00,2025-12-23 17:09:00,2025-12-24 04:09:00,Corrective,Medium,Jordan,8.51,2226.73,Closed
R-00212,M-027,Plant B,2025-09-02 04:42:00,2025-09-03 04:42:00,2025-09-03 14:42:00,Corrective,Medium,Jamie,11.61,1764.23,Closed
R-00213,M-019,Plant B,2024-05-23 06:23:00,2024-05-23 10:23:00,2024-05-23 12:23:00,Preventive,Medium,Alex,2.53,404.2,Closed
R-00214,M-032,Plant B,2025-02-22 23:22:00,2025-02-23 08:22:00,2025-02-23 10:22:00,Corrective,Medium,Jamie,0.0,818.01,Closed
R-00215,M-018,Plant A,2024-08-18 18:21:00,2024-08-19 13:21:00,2024-08-19 18:21:00,Preventive,Low,Jamie,1.36,825.06,Closed
R-00216,M-035,Plant B,2024-02-12 15:03:00,2024-02-15 10:03:00,2024-02-15 15:03:00,Corrective,Low,Sam,10.97,1257.6,Closed
R-00217,M-056,Plant A,2024-03-30 14:59:00,2024-03-30 17:59:00,2024-03-31 11:59:00,Corrective,High,Taylor,2.75,2985.6,Closed
R-00218,M-051,Plant B,2024-07-30 07:03:00,2024-07-30 16:03:00,2024-07-31 04:03:00,Corrective,Medium,Morgan,3.3,2602.6,Closed
R-00219,M-055,Plant A,2025-06-10 23:11:00,2025-06-10 23:11:00,2025-06-11 10:11:00,Corrective,High,Riley,6.01,3013.72,Closed
R-00220,M-049,Plant A,2025-11-23 13:24:00,2025-11-24 05:24:00,2025-11-24 08:24:00,Corrective,Medium,Morgan,12.31,1958.82,Closed
R-00221,M-050,Plant A,2024-04-05 13:45:00,2024-04-06 08:45:00,2024-04-06 09:45:00,Corrective,Medium,Casey,14.92,1617.92,Closed
R-00222,M-045,Plant A,2025-01-01 02:09:00,2025-01-01 21:09:00,2025-01-02 10:09:00,Corrective,Medium,Riley,11.91,2296.67,Closed
R-00223,M-037,Plant B,2024-05-13 19:19:00,2024-05-15 23:19:00,2024-05-16 15:19:00,Corrective,Low,Alex,11.61,2976.9,Closed
R-00224,M-001,Plant A,2025-03-14 06:54:00,2025-03-14 23:54:00,2025-03-15 13:54:00,Corrective,Low,Morgan,11.56,1917.84,Closed
R-00225,M-043,Plant B,2025-10-26 05:38:00,2025-10-27 05:38:00,2025-10-27 11:38:00,Preventive,Medium,Taylor,2.64,719.5,Closed
R-00226,M-015,Plant B,2025-06-15 23:12:00,2025-06-16 00:12:00,2025-06-16 05:12:00,Preventive,High,Casey,1.51,655.82,Closed
R-00227,M-006,Plant A,2024-04-14 03:31:00,2024-04-16 08:31:00,2024-04-16 14:31:00,Preventive,Low,Jordan,2.67,862.88,Closed
R-00228,M-011,Plant A,2025-03-26 11:59:00,2025-03-27 10:59:00,2025-03-28 02:59:00,Corrective,Medium,Jordan,8.15,2040.72,Closed
R-00229,M-007,Plant B,2024-05-23 04:12:00,2024-05-23 12:12:00,2024-05-23 21:12:00,Corrective,Medium,Riley,10.38,2216.0,Closed
R-00230,M-039,Plant B,2024-10-18 23:34:00,2024-10-21 01:34:00,2024-10-21 06:34:00,Preventive,Low,Morgan,2.14,810.98,Closed
R-00231,M-019,Plant B,2025-10-23 01:51:00,2025-10-23 20:51:00,2025-10-24 07:51:00,Corrective,Low,Taylor,5.01,3031.34,Closed
R-00232,M-001,Plant A,2025-01-04 10:48:00,2025-01-06 17:48:00,2025-01-06 21:48:00,Preventive,Low,Riley,1.21,701.4,Closed
R-00233,M-050,Plant A,2024-03-15 00:34:00,2024-03-15 00:34:00,2024-03-15 19:34:00,Corrective,High,Taylor,2.74,2864.53,Closed
R-00234,M-045,Plant A,2025-02-15 02:48:00,2025-02-15 08:48:00,2025-02-15 15:48:00,Corrective,Medium,Jordan,2.59,2606.38,Closed
R-00235,M-052,Plant B,2024-06-08 18:18:00,2024-06-09 11:18:00,2024-06-09 13:18:00,Preventive,Medium,Sam,1.58,283.79,Closed
R-00236,M-040,Plant B,2025-09-15 01:52:00,2025-09-15 05:52:00,2025-09-15 06:52:00,Preventive,Medium,Jordan,3.77,181.17,Closed
R-00237,M-032,Plant B,2024-12-21 17:51:00,2024-12-22 13:51:00,2024-12-22 22:51:00,Corrective,Low,Morgan,11.2,1219.75,Closed
R-00238,M-052,Plant B,2025-03-15 09:17:00,2025-03-16 03:17:00,2025-03-16 16:17:00,Corrective,Medium,Sam,1.5,2405.47,Closed
R-00239,M-037,Plant B,2024-06-19 12:33:00,2024-06-20 00:33:00,2024-06-20 01:33:00,Preventive,Low,Sam,1.54,264.61,Closed
R-00240,M-010,Plant B,2024-07-02 01:12:00,2024-07-03 04:12:00,2024-07-03 18:12:00,Corrective,Low,Riley,10.52,2430.07,Closed
R-00241,M-053,Plant A,2024-03-20 19:30:00,2024-03-21 06:30:00,2024-03-21 11:30:00,Preventive,Medium,Alex,1.86,699.2,Closed
R-00242,M-019,Plant B,2024-11-14 11:10:00,2024-11-15 00:10:00,2024-11-15 02:10:00,Preventive,Medium,Casey,1.39,415.26,Closed
R-00243,M-030,Plant A,2025-01-12 20:11:00,2025-01-13 17:11:00,2025-01-13 21:11:00,Corrective,Low,Taylor,10.94,1863.21,Closed
R-00244,M-045,Plant A,2024-01-10 11:26:00,2024-01-10 21:26:00,2024-01-11 01:26:00,Preventive,Medium,Morgan,1.69,592.32,Closed
R-00245,M-004,Plant B,2024-05-25 09:33:00,2024-05-27 20:33:00,2024-05-28 00:33:00,Preventive,Low,Riley,1.94,728.91,Closed
R-00246,M-005,Plant A,2025-08-29 19:22:00,2025-08-30 08:22:00,2025-08-30 13:22:00,Preventive,Medium,Jordan,1.8,758.36,Closed
R-00247,M-048,Plant A,2024-11-30 10:51:00,2024-11-30 12:51:00,2024-11-30 18:51:00,Corrective,High,Taylor,2.7,979.85,Closed
R-00248,M-023,Plant A,2024-07-31 15:25:00,2024-08-01 00:25:00,2024-08-01 07:25:00,Preventive,Medium,Sam,1.77,991.79,Closed
R-00249,M-045,Plant A,2025-09-09 01:22:00,2025-09-10 11:22:00,2025-09-10 18:22:00,Preventive,Low,Jordan,2.3,998.98,Closed
R-00250,M-012,Plant A,2024-02-01 13:48:00,2024-02-02 07:48:00,2024-02-02 13:48:00,Corrective,Medium,Taylor,7.02,843.37,Closed
R-00251,M-054,Plant A,2024-08-15 04:27:00,2024-08-15 10:27:00,2024-08-15 11:27:00,Preventive,Medium,Sam,2.39,185.82,Closed
R-00252,M-058,Plant B,2024-12-05 04:10:00,2024-12-05 20:10:00,2024-12-05 23:10:00,Preventive,Medium,Jordan,0.88,532.34,Closed
R-00253,M-012,Plant A,2024-12-28 07:19:00,2024-12-28 12:19:00,2024-12-28 20:19:00,Corrective,Medium,Jamie,4.85,1981.01,Closed
R-00254,M-004,Plant B,2024-03-30 09:32:00,2024-03-30 13:32:00,2024-03-30 20:32:00,Preventive,Medium,Taylor,2.49,982.55,Closed
R-00255,M-051,Plant B,2025-05-11 11:44:00,2025-05-11 20:44:00,2025-05-12 11:44:00,Corrective,Medium,Riley,7.65,3407.67,Closed
R-00256,M-004,Plant B,2025-04-28 18:04:00,2025-04-29 01:04:00,2025-04-29 07:04:00,Preventive,Medium,Taylor,3.59,832.01,Closed
R-00257,M-053,Plant A,2024-02-27 07:29:00,2024-02-28 06:29:00,2024-02-28 18:29:00,Corrective,Low,Riley,3.29,2108.15,Closed
R-00258,M-038,Plant A,2024-01-29 23:54:00,2024-01-30 18:54:00,2024-01-30 21:54:00,Preventive,Medium,Jordan,2.99,522.79,Closed
R-00259,M-006,Plant A,2024-02-27 07:56:00,2024-02-27 07:56:00,2024-02-27 21:56:00,Corrective,High,Jamie,4.65,3207.54,Closed
R-00260,M-056,Plant A,2024-11-27 02:01:00,2024-11-27 22:01:00,2024-11-28 01:01:00,Preventive,Medium,Jordan,2.03,433.96,Closed
R-00261,M-043,Plant B,2025-02-09 20:00:00,2025-02-10 13:00:00,2025-02-10 21:00:00,Preventive,Medium,Jordan,1.13,1111.6,Closed
R-00262,M-045,Plant A,2025-09-20 12:10:00,2025-09-21 01:10:00,2025-09-21 08:10:00,Preventive,Medium,Jordan,1.0,802.24,Closed
R-00263,M-047,Plant B,2024-01-02 23:57:00,2024-01-03 22:57:00,2024-01-04 06:57:00,Corrective,Medium,Alex,0.0,1121.08,Closed
R-00264,M-048,Plant A,2024-03-20 08:07:00,2024-03-21 02:07:00,2024-03-21 05:07:00,Preventive,Medium,Sam,0.56,396.74,Closed
R-00265,M-005,Plant A,2024-12-24 08:45:00,2024-12-25 02:45:00,2024-12-25 17:45:00,Corrective,Medium,Alex,9.49,2565.37,Closed
R-00266,M-035,Plant B,2025-01-19 03:27:00,2025-01-19 19:27:00,2025-01-19 23:27:00,Corrective,Low,Taylor,2.91,591.2,Closed
R-00267,M-017,Plant B,2024-04-17 02:31:00,2024-04-20 02:31:00,2024-04-20 04:31:00,Preventive,Low,Jordan,0.35,365.51,Closed
R-00268,M-002,Plant A,2025-03-17 22:18:00,2025-03-19 07:18:00,2025-03-19 09:18:00,Preventive,Low,Jordan,0.73,359.23,Closed
R-00269,M-036,Plant B,2025-07-07 09:03:00,2025-07-08 01:03:00,2025-07-08 18:03:00,Corrective,Medium,Sam,6.33,2233.16,Closed
R-00270,M-053,Plant A,2025-11-08 21:20:00,2025-11-09 00:20:00,2025-11-09 13:20:00,Corrective,High,Alex,6.12,3175.9,Closed
R-00271,M-020,Plant A,2025-02-11 16:04:00,2025-02-12 08:04:00,2025-02-12 23:04:00,Corrective,Medium,Sam,3.04,2219.97,Closed
R-00272,M-030,Plant A,2024-09-26 07:43:00,2024-09-26 13:43:00,2024-09-27 05:43:00,Corrective,Medium,Jordan,9.18,2658.38,Closed
R-00273,M-049,Plant A,2025-08-26 07:45:00,2025-08-28 07:45:00,2025-08-28 18:45:00,Corrective,Low,Riley,4.79,2721.9,Closed
R-00274,M-003,Plant A,2025-05-29 19:29:00,2025-05-30 18:29:00,2025-05-31 01:29:00,Corrective,Low,Jordan,9.82,2652.58,Closed
R-00275,M-009,Plant A,2024-02-13 14:27:00,2024-02-14 13:27:00,2024-02-14 15:27:00,Preventive,Medium,Taylor,1.82,342.88,Closed
R-00276,M-026,Plant B,2025-07-19 11:07:00,2025-07-20 04:07:00,2025-07-20 19:07:00,Corrective,Medium,Alex,5.23,2059.57,Closed
R-00277,M-038,Plant A,2025-08-19 03:25:00,2025-08-20 00:25:00,2025-08-20 15:25:00,Corrective,Medium,Sam,5.48,2915.03,Closed
R-00278,M-031,Plant A,2024-02-08 05:52:00,2024-02-08 05:52:00,2024-02-08 13:52:00,Preventive,High,Riley,2.95,860.7,Closed
R-00279,M-031,Plant A,2024-10-02 12:42:00,2024-10-05 05:42:00,2024-10-05 08:42:00,Preventive,Low,Morgan,0.43,374.84,Closed
R-00280,M-020,Plant A,2025-03-29 10:57:00,2025-03-30 04:57:00,2025-03-30 07:57:00,Preventive,Medium,Sam,0.0,458.07,Closed
R-00281,M-034,Plant A,2025-01-17 01:55:00,2025-01-17 09:55:00,2025-01-18 07:55:00,Corrective,High,Morgan,9.76,2945.44,Closed
R-00282,M-004,Plant B,2024-09-12 01:07:00,2024-09-14 17:07:00,2024-09-15 12:07:00,Corrective,Low,Taylor,13.24,3278.53,Closed
R-00283,M-060,Plant B,2024-05-06 23:15:00,2024-05-07 18:15:00,2024-05-08 00:15:00,Preventive,Medium,Jamie,0.44,682.27,Closed
R-00284,M-054,Plant A,2025-12-06 03:05:00,2025-12-06 14:05:00,2025-12-06 15:05:00,Preventive,Medium,Jordan,3.08,215.04,Closed
R-00285,M-042,Plant A,2025-02-23 17:31:00,2025-02-25 22:31:00,2025-02-26 03:31:00,Preventive,Low,Alex,1.72,726.85,Closed
R-00286,M-020,Plant A,2025-12-30 21:56:00,2025-12-31 22:56:00,2026-01-01 03:56:00,Preventive,Low,Casey,0.82,729.43,Closed
R-00287,M-053,Plant A,2025-09-30 13:33:00,2025-09-30 21:33:00,2025-10-01 09:33:00,Corrective,High,Casey,7.13,3360.16,Closed
R-00288,M-041,Plant B,2024-11-28 09:27:00,2024-11-28 17:27:00,2024-11-28 19:27:00,Preventive,Medium,Morgan,1.73,496.98,Closed
R-00289,M-052,Plant B,2025-09-06 13:47:00,2025-09-07 02:47:00,2025-09-07 19:47:00,Corrective,Medium,Alex,5.18,3266.11,Closed
R-00290,M-037,Plant B,2024-07-13 11:42:00,2024-07-13 16:42:00,2024-07-14 04:42:00,Corrective,High,Jamie,6.69,3311.6,Closed
R-00291,M-012,Plant A,2024-10-27 03:19:00,2024-10-28 03:19:00,2024-10-28 13:19:00,Corrective,Medium,Jordan,7.35,1987.58,Closed
R-00292,M-057,Plant A,2024-12-05 12:41:00,2024-12-05 17:41:00,2024-12-06 02:41:00,Preventive,Medium,Sam,3.5,1082.15,Closed
R-00293,M-040,Plant B,2024-03-13 16:07:00,2024-03-14 05:07:00,2024-03-14 08:07:00,Corrective,Medium,Riley,7.74,1244.57,Closed
R-00294,M-037,Plant B,2025-04-13 04:53:00,2025-04-13 18:53:00,2025-04-13 21:53:00,Preventive,Medium,Sam,2.01,562.83,Closed
R-00295,M-001,Plant A,2025-04-07 09:20:00,2025-04-08 05:20:00,2025-04-08 12:20:00,Preventive,Low,Jordan,0.82,1011.27,Closed
R-00296,M-025,Plant A,2024-01-05 01:17:00,2024-01-05 21:17:00,2024-01-05 22:17:00,Corrective,Medium,Alex,2.98,256.52,Closed
R-00297,M-047,Plant B,2024-09-11 07:43:00,2024-09-11 23:43:00,2024-09-12 10:43:00,Corrective,Medium,Jordan,7.12,2921.51,Closed
R-00298,M-030,Plant A,2025-06-16 20:21:00,2025-06-17 15:21:00,2025-06-17 23:21:00,Corrective,Medium,Jordan,6.49,2774.59,Closed
R-00299,M-059,Plant B,2025-02-17 00:39:00,2025-02-17 04:39:00,2025-02-17 09:39:00,Preventive,Medium,Jordan,2.63,766.76,Closed
R-00300,M-025,Plant A,2025-10-17 08:43:00,2025-10-18 08:43:00,2025-10-18 10:43:00,Corrective,Medium,Alex,10.41,1683.4,Closed
R-00301,M-027,Plant B,2025-03-30 12:58:00,2025-03-31 12:58:00,2025-03-31 17:58:00,Preventive,Medium,Jordan,0.72,664.5,Closed
R-00302,M-039,Plant B,2025-12-18 04:40:00,2025-12-20 18:40:00,2025-12-20 21:40:00,Preventive,Low,Sam,0.25,411.1,Closed
R-00303,M-013,Plant A,2024-09-26 17:51:00,2024-09-27 02:51:00,2024-09-27 19:51:00,Corrective,Medium,Riley,4.27,2330.09,Closed
R-00304,M-001,Plant A,2025-11-18 03:02:00,2025-11-20 16:02:00,2025-11-21 10:02:00,Corrective,Low,Jamie,1.76,3373.14,Closed
R-00305,M-007,Plant B,2024-09-19 21:59:00,2024-09-20 12:59:00,2024-09-20 13:59:00,Preventive,Low,Morgan,2.88,250.62,Closed
R-00306,M-044,Plant B,2024-11-16 14:32:00,2024-11-16 14:32:00,2024-11-17 00:32:00,Corrective,High,Alex,0.44,2680.37,Closed
R-00307,M-040,Plant B,2024-10-01 03:10:00,2024-10-01 19:10:00,2024-10-02 00:10:00,Preventive,Medium,Sam,1.08,632.52,Closed
R-00308,M-057,Plant A,2024-06-19 03:51:00,2024-06-19 20:51:00,2024-06-20 03:51:00,Preventive,Medium,Jordan,0.44,893.64,Closed
R-00309,M-044,Plant B,2025-03-24 06:11:00,2025-03-27 04:11:00,2025-03-27 21:11:00,Corrective,Low,Alex,9.28,2040.35,Closed
R-00310,M-042,Plant A,2024-11-17 00:25:00,2024-11-17 20:25:00,2024-11-18 03:25:00,Corrective,Medium,Taylor,3.2,2131.73,Closed
R-00311,M-016,Plant B,2025-05-08 11:48:00,2025-05-09 10:48:00,2025-05-09 11:48:00,Corrective,Medium,Jordan,10.35,1251.36,Closed
R-00312,M-032,Plant B,2024-06-18 02:33:00,2024-06-18 07:33:00,2024-06-18 19:33:00,Corrective,Medium,Casey,4.1,2490.9,Closed
R-00313,M-026,Plant B,2024-08-28 02:41:00,2024-08-29 18:41:00,2024-08-30 06:41:00,Corrective,Low,Jamie,12.57,1619.16,Closed
R-00314,M-026,Plant B,2025-02-26 01:13:00,2025-02-26 05:13:00,2025-02-26 17:13:00,Corrective,High,Sam,5.2,2323.82,Closed
R-00315,M-022,Plant A,2025-01-07 01:51:00,2025-01-09 03:51:00,2025-01-09 19:51:00,Corrective,Low,Casey,2.5,1981.01,Closed
R-00316,M-049,Plant A,2025-11-05 07:34:00,2025-11-06 03:34:00,2025-11-06 09:34:00,Preventive,Medium,Morgan,0.18,615.23,Closed
R-00317,M-011,Plant A,2025-05-19 04:47:00,2025-05-19 16:47:00,2025-05-20 00:47:00,Corrective,Medium,Riley,11.68,1513.78,Closed
R-00318,M-053,Plant A,2024-07-14 11:32:00,2024-07-15 05:32:00,2024-07-15 13:32:00,Preventive,Medium,Sam,2.85,947.55,Closed
R-00319,M-032,Plant B,2024-01-05 18:06:00,2024-01-06 14:06:00,2024-01-06 20:06:00,Corrective,Medium,Riley,0.3,928.39,Closed
R-00320,M-025,Plant A,2025-11-04 20:29:00,2025-11-05 19:29:00,2025-11-06 05:29:00,Corrective,Medium,Riley,2.93,1841.16,Closed
R-00321,M-022,Plant A,2024-10-28 15:27:00,2024-10-28 23:27:00,2024-10-29 08:27:00,Corrective,High,Morgan,3.64,1708.43,Closed
R-00322,M-044,Plant B,2024-05-15 22:11:00,2024-05-15 23:11:00,2024-05-16 23:11:00,Corrective,High,Casey,3.67,4199.08,Closed
R-00323,M-046,Plant A,2025-03-03 23:00:00,2025-03-05 20:00:00,2025-03-06 01:00:00,Corrective,Low,Morgan,5.03,858.72,Closed
R-00324,M-018,Plant A,2024-06-13 09:46:00,2024-06-13 13:46:00,2024-06-13 20:46:00,Corrective,High,Alex,6.9,1157.4,Closed
R-00325,M-056,Plant A,2025-11-22 19:10:00,2025-11-23 15:10:00,2025-11-24 01:10:00,Corrective,Medium,Riley,1.32,1780.54,Closed
R-00326,M-051,Plant B,2025-12-02 10:40:00,2025-12-02 13:40:00,2025-12-03 11:40:00,Corrective,High,Morgan,0.0,4300.46,Closed
R-00327,M-046,Plant A,2025-12-27 22:06:00,2025-12-28 11:06:00,2025-12-28 12:06:00,Preventive,Medium,Taylor,3.79,392.0,Closed
R-00328,M-008,Plant B,2025-01-21 01:23:00,2025-01-21 23:23:00,2025-01-22 02:23:00,Preventive,Medium,Jordan,2.66,496.62,Closed
R-00329,M-046,Plant A,2024-06-07 01:21:00,2024-06-07 20:21:00,2024-06-08 04:21:00,Preventive,Medium,Alex,0.4,987.98,Closed
R-00330,M-015,Plant B,2024-07-07 17:46:00,2024-07-08 14:46:00,2024-07-08 16:46:00,Preventive,Medium,Riley,2.86,349.38,Closed
R-00331,M-014,Plant B,2025-11-10 11:19:00,2025-11-11 11:19:00,2025-11-11 12:19:00,Preventive,Medium,Jamie,1.08,326.33,Closed
R-00332,M-059,Plant B,2025-09-28 08:19:00,2025-09-28 15:19:00,2025-09-29 04:19:00,Corrective,Medium,Casey,8.44,2880.86,Closed
R-00333,M-002,Plant A,2025-06-13 12:47:00,2025-06-14 01:47:00,2025-06-14 10:47:00,Corrective,Medium,Jamie,0.0,1413.11,Closed
R-00334,M-050,Plant A,2025-07-04 18:12:00,2025-07-05 00:12:00,2025-07-05 10:12:00,Preventive,High,Taylor,1.29,1286.72,Closed
R-00335,M-048,Plant A,2025-03-21 22:04:00,2025-03-21 22:04:00,2025-03-22 10:04:00,Corrective,High,Jordan,8.24,1917.33,Closed
R-00336,M-005,Plant A,2025-08-11 07:46:00,2025-08-12 00:46:00,2025-08-12 04:46:00,Corrective,Medium,Jamie,7.11,1921.74,Closed
R-00337,M-035,Plant B,2024-01-07 21:53:00,2024-01-07 22:53:00,2024-01-08 17:53:00,Corrective,High,Alex,6.78,2282.96,Closed
R-00338,M-049,Plant A,2025-03-24 13:01:00,2025-03-25 10:01:00,2025-03-25 11:01:00,Preventive,Medium,Jamie,0.68,219.37,Closed
R-00339,M-052,Plant B,2025-07-12 10:04:00,2025-07-12 10:04:00,2025-07-12 16:04:00,Corrective,High,Casey,11.39,1911.83,Closed
R-00340,M-006,Plant A,2024-11-08 07:10:00,2024-11-11 04:10:00,2024-11-11 22:10:00,Corrective,Low,Casey,6.17,2437.32,Closed
R-00341,M-015,Plant B,2025-09-23 08:37:00,2025-09-23 16:37:00,2025-09-23 22:37:00,Preventive,High,Alex,1.14,750.4,Closed
R-00342,M-038,Plant A,2025-05-13 11:17:00,2025-05-14 00:17:00,2025-05-14 01:17:00,Preventive,Medium,Taylor,0.83,226.62,Closed
R-00343,M-029,Plant B,2024-12-02 21:02:00,2024-12-03 11:02:00,2024-12-03 18:02:00,Corrective,Medium,Jordan,3.28,2227.5,Closed
R-00344,M-042,Plant A,2025-03-22 09:26:00,2025-03-22 16:26:00,2025-03-23 12:26:00,Corrective,High,Casey,12.47,3316.46,Closed
R-00345,M-007,Plant B,2024-06-28 22:02:00,2024-06-30 02:02:00,2024-06-30 05:02:00,Corrective,Low,Jordan,6.69,1401.46,Closed
R-00346,M-002,Plant A,2025-08-18 19:45:00,2025-08-19 07:45:00,2025-08-19 14:45:00,Preventive,Medium,Alex,1.59,979.52,Closed
R-00347,M-010,Plant B,2025-01-09 13:23:00,2025-01-11 09:23:00,2025-01-11 14:23:00,Preventive,Low,Morgan,0.56,747.61,Closed
R-00348,M-055,Plant A,2025-09-20 23:21:00,2025-09-21 08:21:00,2025-09-21 12:21:00,Preventive,Medium,Jamie,2.21,722.54,Closed
R-00349,M-010,Plant B,2025-05-10 12:14:00,2025-05-11 23:14:00,2025-05-12 01:14:00,Preventive,Low,Taylor,0.91,462.46,Closed
R-00350,M-025,Plant A,2025-04-25 15:31:00,2025-04-25 16:31:00,2025-04-26 07:31:00,Corrective,High,Casey,1.79,2079.42,Closed
R-00351,M-035,Plant B,2025-08-06 05:56:00,2025-08-06 17:56:00,2025-08-06 22:56:00,Preventive,Medium,Sam,0.0,608.82,Closed
R-00352,M-051,Plant B,2025-05-08 20:37:00,2025-05-09 12:37:00,2025-05-09 16:37:00,Preventive,Low,Jamie,2.53,577.89,Closed
R-00353,M-010,Plant B,2024-07-10 05:22:00,2024-07-10 22:22:00,2024-07-11 00:22:00,Preventive,Medium,Sam,2.64,410.06,Closed
R-00354,M-038,Plant A,2024-06-14 22:05:00,2024-06-15 00:05:00,2024-06-15 07:05:00,Corrective,High,Alex,9.92,2017.38,Closed
